Tahun Kerja,Tingkat Pengalaman,Jenis Pekerjaan,Jabatan,Gaji,Mata Uang,Gaji (USD),Negara Tinggal,Sistem Kerja,Lokasi Perusahaan,Ukuran Perusahaan
2023,Senior,Tetap,Data Scientist,156400,USD,156400,US,Kantor,US,Menengah
2023,Senior,Tetap,Analytics Engineer,150000,USD,150000,US,Kantor,US,Menengah
2023,Senior,Tetap,Analytics Engineer,120000,USD,120000,US,Kantor,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,163800,USD,163800,US,Kantor,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,126000,USD,126000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Analyst,145000,USD,145000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Analyst,90000,USD,90000,US,Remote,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,204500,USD,204500,US,Kantor,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,142200,USD,142200,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Analyst,95000,USD,95000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Analyst,85500,USD,85500,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,167500,USD,167500,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,106500,USD,106500,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,163800,USD,163800,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,126000,USD,126000,US,Kantor,US,Menengah
2023,Menengah,Tetap,Data Analytics Manager,155000,USD,155000,US,Kantor,US,Menengah
2023,Menengah,Tetap,Data Analytics Manager,140000,USD,140000,US,Kantor,US,Menengah
2023,Senior,Tetap,Research Scientist,250000,USD,250000,US,Kantor,US,Menengah
2023,Senior,Tetap,Research Scientist,200000,USD,200000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Scientist,260000,USD,260000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Scientist,186000,USD,186000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,160000,USD,160000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Engineer,130000,USD,130000,US,Remote,US,Menengah
2023,Senior,Tetap,Research Scientist,200000,USD,200000,US,Kantor,US,Menengah
2023,Senior,Tetap,Research Scientist,150000,USD,150000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Scientist,45000,EUR,48289,ES,Kantor,ES,Menengah
2023,Senior,Tetap,Data Scientist,36000,EUR,38631,ES,Kantor,ES,Menengah
2023,Senior,Tetap,Data Scientist,150000,USD,150000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Scientist,120000,USD,120000,US,Kantor,US,Menengah
2023,Pemula,Tetap,Data Analyst,30000,USD,30000,IN,Hybrid,IN,Menengah
2023,Menengah,Tetap,Research Scientist,185000,USD,185000,US,Kantor,US,Menengah
2023,Menengah,Tetap,Research Scientist,125000,USD,125000,US,Kantor,US,Menengah
2022,Pemula,Paruh Waktu,Data Analyst,34320,USD,34320,US,Remote,US,Kecil
2022,Menengah,Tetap,Business Data Analyst,48000,BRL,9289,BR,Remote,BR,Menengah
2023,Senior,Tetap,Head of Data,70000,EUR,75116,PT,Remote,PT,Besar
2022,Eksekutif,Tetap,Data Science Manager,106000,USD,106000,UZ,Kantor,RU,Besar
2023,Senior,Tetap,Data Analyst,175000,USD,175000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Analyst,130000,USD,130000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Analyst,122000,USD,122000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Analyst,93800,USD,93800,US,Remote,US,Menengah
2023,Senior,Tetap,Data Science Manager,150000,USD,150000,MX,Remote,MX,Menengah
2023,Senior,Tetap,Data Science Manager,90000,USD,90000,MX,Remote,MX,Menengah
2023,Senior,Tetap,Data Analyst,165000,USD,165000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Analyst,112000,USD,112000,US,Remote,US,Menengah
2023,Pemula,Tetap,Computer Vision Engineer,220000,USD,220000,US,Kantor,US,Menengah
2023,Senior,Tetap,BI Data Analyst,67000,EUR,71897,DE,Remote,DE,Menengah
2023,Pemula,Tetap,AI Developer,60000,EUR,64385,DE,Kantor,DE,Menengah
2023,Senior,Tetap,Machine Learning Engineer,204500,USD,204500,US,Kantor,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,142200,USD,142200,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Analyst,1300000,INR,15806,IN,Remote,IN,Kecil
2023,Menengah,Tetap,Machine Learning Engineer,200000,USD,200000,US,Kantor,US,Menengah
2023,Menengah,Tetap,Machine Learning Engineer,175000,USD,175000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,185900,USD,185900,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,129300,USD,129300,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Analyst,185900,USD,185900,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Analyst,121700,USD,121700,US,Kantor,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,204500,USD,204500,US,Kantor,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,142200,USD,142200,US,Kantor,US,Menengah
2023,Menengah,Tetap,Data Scientist,40000,USD,40000,FR,Hybrid,FR,Besar
2023,Senior,Tetap,Data Science Consultant,1000000,THB,29453,TH,Hybrid,TH,Menengah
2023,Senior,Tetap,Data Analyst,180180,USD,180180,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Analyst,106020,USD,106020,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Scientist,136000,USD,136000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Scientist,104000,USD,104000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Analyst,125000,USD,125000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Analyst,110000,USD,110000,US,Kantor,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,153400,USD,153400,US,Kantor,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,122700,USD,122700,US,Kantor,US,Menengah
2023,Eksekutif,Tetap,Data Engineer,310000,USD,310000,US,Remote,US,Menengah
2023,Eksekutif,Tetap,Data Engineer,239000,USD,239000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Analyst,152380,USD,152380,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Analyst,121904,USD,121904,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Scientist,185900,USD,185900,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Scientist,129300,USD,129300,US,Kantor,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,247500,USD,247500,US,Kantor,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,172200,USD,172200,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Architect,168400,USD,168400,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Architect,105200,USD,105200,US,Kantor,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,128280,USD,128280,US,Kantor,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,106900,USD,106900,US,Kantor,US,Menengah
2022,Senior,Tetap,Lead Data Scientist,192000,USD,192000,US,Remote,US,Besar
2023,Menengah,Tetap,Data Engineer,140000,USD,140000,US,Kantor,US,Menengah
2023,Menengah,Tetap,Data Engineer,100000,USD,100000,US,Kantor,US,Menengah
2023,Senior,Tetap,Research Engineer,100000,EUR,107309,DE,Remote,DE,Kecil
2023,Senior,Tetap,Research Engineer,80000,EUR,85847,DE,Remote,DE,Kecil
2023,Senior,Tetap,Machine Learning Engineer,275000,USD,275000,DE,Kantor,DE,Menengah
2023,Senior,Tetap,Machine Learning Engineer,174000,USD,174000,DE,Kantor,DE,Menengah
2023,Senior,Tetap,Data Engineer,139500,USD,139500,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,109400,USD,109400,US,Kantor,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,139500,USD,139500,US,Kantor,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,109400,USD,109400,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Analyst,170500,USD,170500,US,Remote,US,Menengah
2023,Senior,Tetap,Data Analyst,85000,USD,85000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Manager,60027,GBP,72946,GB,Kantor,GB,Menengah
2023,Senior,Tetap,Data Manager,44737,GBP,54365,GB,Kantor,GB,Menengah
2023,Eksekutif,Tetap,Head of Data Science,131899,GBP,160288,GB,Kantor,GB,Menengah
2023,Eksekutif,Tetap,Head of Data Science,104891,GBP,127467,GB,Kantor,GB,Menengah
2023,Senior,Tetap,Data Engineer,80000,USD,80000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,65000,USD,65000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,124740,USD,124740,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,65488,USD,65488,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Quality Analyst,72200,USD,72200,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Quality Analyst,64980,USD,64980,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,153600,USD,153600,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,106800,USD,106800,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Analyst,179975,USD,179975,US,Remote,US,Menengah
2023,Senior,Tetap,Data Analyst,86466,USD,86466,US,Remote,US,Menengah
2023,Senior,Tetap,Data Engineer,120000,USD,120000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,90000,USD,90000,US,Kantor,US,Menengah
2023,Menengah,Tetap,Insight Analyst,42000,GBP,51039,GB,Kantor,GB,Menengah
2023,Menengah,Tetap,Insight Analyst,35000,GBP,42533,GB,Kantor,GB,Menengah
2023,Senior,Tetap,Data Scientist,149076,USD,149076,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Scientist,82365,USD,82365,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Analyst,169000,USD,169000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Analyst,110600,USD,110600,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Science Manager,175000,USD,175000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Science Manager,120000,USD,120000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Analyst,230000,USD,230000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Analyst,180000,USD,180000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Analyst,153600,USD,153600,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Analyst,106800,USD,106800,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Manager,140000,USD,140000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Manager,120000,USD,120000,US,Kantor,US,Menengah
2023,Senior,Tetap,Machine Learning Infrastructure Engineer,205920,USD,205920,US,Kantor,US,Menengah
2023,Senior,Tetap,Machine Learning Infrastructure Engineer,171600,USD,171600,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Analyst,165000,USD,165000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Analyst,125000,USD,125000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Engineer,265000,USD,265000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,185000,USD,185000,US,Kantor,US,Menengah
2023,Menengah,Tetap,Applied Machine Learning Engineer,130000,USD,130000,US,Kantor,US,Menengah
2022,Pemula,Tetap,Data Scientist,168000,USD,168000,US,Remote,US,Menengah
2023,Menengah,Tetap,AI Scientist,36000,EUR,38631,ES,Hybrid,ES,Besar
2023,Senior,Tetap,Data Analyst,95000,USD,95000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Analyst,85500,USD,85500,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Scientist,147100,USD,147100,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Scientist,90700,USD,90700,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,167580,USD,167580,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,87980,USD,87980,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,202000,USD,202000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Engineer,135000,USD,135000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Engineer,163800,USD,163800,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,126000,USD,126000,US,Kantor,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,163800,USD,163800,US,Kantor,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,126000,USD,126000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,104000,USD,104000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Engineer,65000,USD,65000,US,Remote,US,Menengah
2023,Senior,Tetap,Research Engineer,230000,USD,230000,US,Kantor,US,Menengah
2023,Senior,Tetap,Research Engineer,148000,USD,148000,US,Kantor,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,269000,USD,269000,CA,Remote,CA,Menengah
2023,Senior,Tetap,Machine Learning Engineer,158000,USD,158000,CA,Remote,CA,Menengah
2023,Senior,Tetap,Analytics Engineer,197000,USD,197000,US,Kantor,US,Menengah
2023,Senior,Tetap,Analytics Engineer,106000,USD,106000,US,Kantor,US,Menengah
2023,Menengah,Tetap,Deep Learning Engineer,150000,USD,150000,US,Remote,US,Menengah
2023,Menengah,Tetap,Deep Learning Engineer,100000,USD,100000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Engineer,290000,USD,290000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Engineer,210000,USD,210000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Engineer,192000,USD,192000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,172800,USD,172800,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Scientist,300240,USD,300240,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Scientist,200160,USD,200160,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Scientist,300240,USD,300240,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Scientist,200160,USD,200160,US,Kantor,US,Menengah
2023,Senior,Tetap,Analytics Engineer,175000,USD,175000,US,Kantor,US,Menengah
2023,Senior,Tetap,Analytics Engineer,140000,USD,140000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Manager,169000,USD,169000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Manager,100000,USD,100000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Scientist,370000,USD,370000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Scientist,245000,USD,245000,US,Kantor,US,Menengah
2023,Menengah,Tetap,Data Engineer,95000,GBP,115447,GB,Remote,GB,Besar
2023,Senior,Tetap,Data Analyst,110000,USD,110000,US,Remote,US,Kecil
2023,Senior,Tetap,Data Analyst,80000,USD,80000,US,Remote,US,Kecil
2023,Pemula,Tetap,Data Analyst,55000,USD,55000,US,Kantor,US,Menengah
2023,Pemula,Tetap,Data Analyst,48000,USD,48000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Analyst,95000,USD,95000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Analyst,85000,USD,85000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,137500,USD,137500,US,Remote,US,Menengah
2023,Senior,Tetap,Data Engineer,81500,USD,81500,US,Remote,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,323300,USD,323300,US,Kantor,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,184700,USD,184700,US,Kantor,US,Menengah
2021,Menengah,Tetap,AI Scientist,30000,USD,30000,GH,Kantor,GH,Kecil
2023,Senior,Tetap,Machine Learning Engineer,186000,USD,186000,US,Remote,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,153088,USD,153088,US,Remote,US,Menengah
2023,Menengah,Tetap,Data Infrastructure Engineer,190000,USD,190000,US,Remote,US,Menengah
2023,Menengah,Tetap,Data Infrastructure Engineer,160000,USD,160000,US,Remote,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,200000,USD,200000,US,Remote,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,150000,USD,150000,US,Remote,US,Menengah
2023,Menengah,Tetap,Data Infrastructure Engineer,190000,USD,190000,US,Kantor,US,Menengah
2023,Menengah,Tetap,Data Infrastructure Engineer,183310,USD,183310,US,Kantor,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,240000,USD,240000,US,Remote,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,180000,USD,180000,US,Remote,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,200000,USD,200000,US,Remote,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,150000,USD,150000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Science Manager,299500,USD,299500,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Science Manager,245100,USD,245100,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,144000,USD,144000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Engineer,66000,USD,66000,US,Remote,US,Menengah
2023,Menengah,Tetap,Machine Learning Engineer,148500,USD,148500,US,Kantor,US,Menengah
2023,Menengah,Tetap,Machine Learning Engineer,126277,USD,126277,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Architect,228000,USD,228000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Architect,120000,USD,120000,US,Kantor,US,Menengah
2023,Senior,Tetap,Machine Learning Software Engineer,180000,USD,180000,US,Kantor,US,Menengah
2023,Senior,Tetap,Machine Learning Software Engineer,90000,USD,90000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Scientist,126500,USD,126500,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Scientist,78000,USD,78000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,180000,USD,180000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,160000,USD,160000,US,Kantor,US,Menengah
2023,Senior,Tetap,Machine Learning Software Engineer,272000,USD,272000,US,Kantor,US,Menengah
2023,Senior,Tetap,Machine Learning Software Engineer,170000,USD,170000,US,Kantor,US,Menengah
2023,Menengah,Tetap,Data Analyst,80000,USD,80000,US,Kantor,US,Menengah
2023,Menengah,Tetap,Data Analyst,60000,USD,60000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,259000,USD,259000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Engineer,146000,USD,146000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Engineer,200000,USD,200000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,160000,USD,160000,US,Kantor,US,Menengah
2023,Eksekutif,Tetap,Data Engineer,310000,USD,310000,US,Remote,US,Menengah
2023,Eksekutif,Tetap,Data Engineer,239000,USD,239000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Analyst,142000,USD,142000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Analyst,95000,USD,95000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Scientist,155000,USD,155000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Scientist,139500,USD,139500,US,Kantor,US,Menengah
2023,Menengah,Tetap,Data Engineer,140000,USD,140000,US,Remote,US,Menengah
2023,Menengah,Tetap,Data Engineer,120000,USD,120000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Engineer,259000,USD,259000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Engineer,146000,USD,146000,US,Remote,US,Menengah
2023,Menengah,Tetap,Data Analyst,90000,GBP,109371,HR,Kantor,HR,Menengah
2023,Menengah,Tetap,Data Analyst,60000,GBP,72914,HR,Kantor,HR,Menengah
2023,Pemula,Paruh Waktu,Data Analyst,78000,PLN,17779,PL,Remote,IN,Besar
2023,Pemula,Tetap,Data Scientist,101400,BRL,19522,BR,Remote,BR,Besar
2023,Senior,Tetap,Data Science Lead,247500,USD,247500,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Science Lead,172200,USD,172200,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Scientist,225000,USD,225000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Scientist,156400,USD,156400,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,139500,USD,139500,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,109400,USD,109400,US,Kantor,US,Menengah
2023,Menengah,Tetap,Data Engineer,125000,USD,125000,US,Kantor,US,Menengah
2023,Menengah,Tetap,Data Engineer,90000,USD,90000,US,Kantor,US,Menengah
2023,Senior,Tetap,Machine Learning Infrastructure Engineer,100000,EUR,107309,FR,Remote,FR,Menengah
2023,Senior,Tetap,Machine Learning Infrastructure Engineer,70000,EUR,75116,FR,Remote,FR,Menengah
2023,Senior,Tetap,Data Scientist,185900,USD,185900,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Scientist,129300,USD,129300,US,Kantor,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,139500,USD,139500,US,Kantor,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,109400,USD,109400,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Analyst,120000,USD,120000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Analyst,75000,USD,75000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Analyst,169000,USD,169000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Analyst,110600,USD,110600,US,Kantor,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,288000,USD,288000,US,Remote,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,140000,USD,140000,US,Remote,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,288000,USD,288000,US,Remote,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,140000,USD,140000,US,Remote,US,Menengah
2023,Menengah,Tetap,Data Engineer,120000,USD,120000,US,Kantor,US,Menengah
2023,Menengah,Tetap,Data Engineer,90000,USD,90000,US,Kantor,US,Menengah
2023,Menengah,Tetap,Data Science Lead,60000,GBP,72914,GB,Kantor,GB,Menengah
2023,Menengah,Tetap,Data Science Lead,50000,GBP,60761,GB,Kantor,GB,Menengah
2023,Senior,Tetap,Data Scientist,215050,USD,215050,US,Remote,US,Menengah
2023,Senior,Tetap,Data Scientist,156400,USD,156400,US,Remote,US,Menengah
2023,Senior,Tetap,Data Architect,198000,USD,198000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Architect,114000,USD,114000,US,Remote,US,Menengah
2023,Pemula,Tetap,Data Analyst,75000,USD,75000,US,Remote,US,Menengah
2023,Pemula,Tetap,Data Analyst,60000,USD,60000,US,Remote,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,204500,USD,204500,US,Kantor,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,142200,USD,142200,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Scientist,209300,USD,209300,US,Remote,US,Menengah
2023,Senior,Tetap,Data Scientist,182200,USD,182200,US,Remote,US,Menengah
2023,Senior,Tetap,Data Manager,140000,USD,140000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Manager,120000,USD,120000,US,Kantor,US,Menengah
2022,Pemula,Tetap,Data Scientist,85000,USD,85000,US,Kantor,US,Menengah
2023,Menengah,Tetap,Machine Learning Engineer,40000,GBP,48609,GB,Remote,GB,Menengah
2023,Pemula,Tetap,Research Engineer,120000,USD,120000,GB,Remote,GB,Menengah
2023,Pemula,Tetap,Research Engineer,60000,USD,60000,GB,Remote,GB,Menengah
2023,Senior,Tetap,Machine Learning Engineer,147100,USD,147100,US,Kantor,US,Menengah
2023,Senior,Tetap,Machine Learning Engineer,90700,USD,90700,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,230000,USD,230000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,170000,USD,170000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Analyst,227000,USD,227000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Analyst,108000,USD,108000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,180000,USD,180000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Engineer,160000,USD,160000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Architect,180000,USD,180000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Architect,160000,USD,160000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Engineer,180000,USD,180000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,130000,USD,130000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Analyst,52000,EUR,55800,ES,Remote,ES,Menengah
2023,Senior,Tetap,Data Analyst,48000,EUR,51508,ES,Remote,ES,Menengah
2023,Pemula,Tetap,Data Analyst,60000,USD,60000,US,Remote,US,Besar
2023,Pemula,Tetap,Data Analyst,50000,USD,50000,KW,Hybrid,US,Besar
2023,Senior,Tetap,Data Engineer,226700,USD,226700,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,133300,USD,133300,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,252000,USD,252000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,129000,USD,129000,US,Kantor,US,Menengah
2023,Senior,Tetap,Big Data Architect,124999,GBP,151902,GB,Remote,GB,Besar
2023,Pemula,Tetap,Data Scientist,800000,INR,9727,IN,Kantor,IN,Besar
2023,Senior,Tetap,Data Analyst,80000,USD,80000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Analyst,52500,USD,52500,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,250000,USD,250000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Engineer,162500,USD,162500,US,Remote,US,Menengah
2023,Pemula,Tetap,Data Analyst,85000,USD,85000,US,Remote,US,Menengah
2023,Pemula,Tetap,Data Analyst,75000,USD,75000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Analyst,153600,USD,153600,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Analyst,106800,USD,106800,US,Kantor,US,Menengah
2023,Menengah,Tetap,Data Analyst,165000,USD,165000,US,Kantor,US,Menengah
2023,Menengah,Tetap,Data Analyst,124000,USD,124000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Analyst,115934,USD,115934,US,Remote,US,Menengah
2023,Senior,Tetap,Data Analyst,81666,USD,81666,US,Remote,US,Menengah
2023,Senior,Tetap,Data Engineer,167580,USD,167580,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,87980,USD,87980,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,250000,USD,250000,US,Remote,US,Menengah
2023,Senior,Tetap,Data Engineer,63000,USD,63000,US,Remote,US,Menengah
2023,Senior,Tetap,Research Scientist,253750,USD,253750,ES,Kantor,ES,Menengah
2023,Senior,Tetap,Research Scientist,169200,USD,169200,ES,Kantor,ES,Menengah
2023,Senior,Tetap,Research Scientist,253750,USD,253750,ES,Kantor,ES,Menengah
2023,Senior,Tetap,Research Scientist,169200,USD,169200,ES,Kantor,ES,Menengah
2023,Menengah,Tetap,Data Scientist,170000,USD,170000,US,Kantor,US,Menengah
2023,Menengah,Tetap,Data Scientist,120000,USD,120000,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,124740,USD,124740,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,65488,USD,65488,US,Kantor,US,Menengah
2023,Senior,Tetap,Data Engineer,213580,USD,213580,US,Remote,US,Menengah
2023,Senior,Tetap,Data Engineer,163625,USD,163625,US,Remote,US,Menengah
2023,Pemula,Tetap,Data Engineer,12000,USD,12000,VN,Kantor,VN,Besar
2022,Senior,Tetap,Machine Learning Software Engineer,375000,USD,375000,US,Remote,US,Menengah
